ID,Message,NS,NNS
830,"Somewhere I've got a Twins program from a few years ago that had a cover-story interview with Harmon Killebrew. Would that be a valid source, or would a game program's here-today-gone-tomorrow nature raise questions about it?",1,1
831,"it was not the first fully automated space docking operation with a space station, like I said progress does it all the time, they use the same system made by the russians. Can you find a source for that?",0,0
832,You are welcome. Do i correctly understand that you plan to use the <url> account as your primary account from now on?,1,1
833,"I vote that they stay, given that even though they're not ""Recurring"" in and of themselves, they're part of a recurring phenomenon, which is Stephen doing ""Better Know a District"" spin-offs. So, maybe we should re-group them under a heading of ""Spin-Offs"" in the ""BKaD"" section?",1,0
834,There is a QB at camp today wearing #1. I saw him in footage on NFL Network. Who is he?,0,0
835,"How does it look? Also, did you read my inquiry <url>?",0,-1
836,"Good job working on the list, thanks. Could you make sure you move them from ""To do"" to ""Done"" when you finish?",2,1
837,"Hey, I saw you edited the Dark Tower Series page. I was just wondering if you were a fan of the series?",1,0
838,"I'm happy to help! After all, what's the point of acquiring knowledge about a process if I don't use that knowledge to help others?",2,1
839,"Would you be willing to do another pre-Featured Article candidates review of a different article for me? Specifically, the ""John J. Tigert"" article?",1,1
840,I'm afraid that images are not an area I work in. What would be the rationale for deleting these?,1,0
841,"Thanks. Does it happen to say anything about his marriage to Paula, as in when it ended?",1,0
842,"It's not bizarre and random because I believe it violates the policies of <url> and <url> as its using Wikipedia for non-Wikipedia related projects. You say it's a sandbox for your new Wiki, why not put the sandbox ON that wiki?",-1,-1
843,"Alf has a large <url> in Germany. How on earth do you know that he is a character ""almost no one knows about"" Where you get your f'n info?",-2,-2
844,Is it OK that I don't edit wikipedia? It's because lots of other people have done it but I don't want to so can I still go on?,0,-1
845,"OK, I'll bite. How is ''Matt ""Dirty"" Sanchez'' to be construed as anything other than a personal attack?",-1,-1
846,Maybe the area that is now the Chakma Autonomous District Council was (or is?) located within the Lawngtali district?,0,0
847,Stole ur flag for my page. that ok?,-1,-1
848,"Unfortunately, I'm still worried this may not be enough to avoid arguments. <url> says ""A separate rationale must be provided each time the image is used in an article."" Should we just copy the tag for every article using the logo?",1,1
849,"Thanks, but I am now having trouble finding it. Any suggestions?",1,1
850,"You added partisan colours for the early Chancellors (such as a conservative blue colour for Bismarck); as the early Chancellors were not attached to any political party, and the ""party"" given is merely an approximate indication of their political leanings, I'm not sure if this is a good idea. Also, why did you remove the partisan colour from the last part of the table (the Republic)?",-1,0
851,"Crap, I'm sorry, I didn't realize someone was working on it, and it's done now, sorry to get your hopes up. No dramas?",0,0
852,This is great so far! What do you feel you need help with?,1,1
853,"I don't get the ""defaultsort"" edit you mention - can you link me to a specific edit showing this? Also, if I rename the template will it be automatically changed on the relevant coaches' pages or do I need to do this myself?",0,0
854,"I've had a go at sorting out markup for footnotes. Also many (most) of the external links were either direct-links or indirect-mentions of single research papers; I've worked these up where possible, but should they be moved from ""External links"" to ""References"" or better still to relevent place in the artice as footnotes?",0,0
855,"While half-inching a citation from <url> to use elsewhere, I was reminded what a good article it is. Are you planning to take it to Featured Article candidates at any point?",1,0
856,Can you give me a general description of <url>? Does it mention anything about making movie?,0,0
857,"Hi <name> I normally make only trivial changes, but I've just found it necessary to do two hook rewrites. Could you check, please?",0,1
858,"Thank you! Was I the only one who found Lima's tone to be, to say the least, unpleasant?",0,1
859,And what did I do wrong???????????????????????,-2,-2
860,"Yes, I'd seen your note, but it looks as though all five of those edits were made by users other than Terra. Do you have any reason to suspect they are his sockpuppets?",0,0
861,"Which seems to be exactly in line with my point about album covers. If you were referring only to logos, could you please qualify why they should be treated differently?",0,1
862,"Found this awesome shot of a <url>, but cannot figure out how to make the picture show on the English language <url> page. Any clues?",1,0
863,Ahhhh... My apologies. You wouldn't be using the google toolbar perchance?,1,0
864,I saw your motorcycle map for Daytona. Could you do one for Indianapolis?,0,0
865,I styled the page to look like <url>. What are your thoughts?,0,0
866,Then no one ever sees that page? Isn't it the login page?,-1,-1
867,"Thanks for reverting <url> - that was actually me, unlogged in. OK if I re-revert?",0,1
868,"Meh - perhaps not, and they will most likely be closed as renames, but I figured another week to allow anyone who wants to to comment wouldn't hurt anything since you as the nominator were the only one who had commented so far. Is there something I missed, or a hurry to get these quickly renamed?",0,0
869,"From my reading of the entries, the Japanese force in <url>/South <url> & the <url> appears to have been the <url>, rather than the <url>. Does that sound right?",0,0
870,"Hi <name> regarding 'your' article on <url>, I think the classification as ""hexose deoxy sugar"" is clearly wrong, it would be rather something like ""methyl ether of a branched heptose dideoxy sugar"" but I'm not sure how chemists usually refer to such substances. Could you shed light on the issure?",-1,1
871,"I'm going to try and hurry the <url> article through both GA and Featured Article to see if I can get it as the Featured Article on the Main Page in time for its 20-year anniversary on October 18, 2009. Care to help a little or a lot?",0,0
872,"Thanks for the articles on South African cricket teams - I was planning to do them myself but I really appreciate that you've done them. By the way, where did you find the information on what regions the teams represent?",1,1
873,"No, of course I never did. So why do you keep writing about ""scorning others's sensitivities"" when such a thing was never suggested?",-1,-2
874,"I kind of agree. Are you planning on actually editing Wikipedia, or is your whole purpose here to promote this ... study (or whatever it is)?",-1,-1
875,"Thank you for your time, but, perhaps; If I give you the iformation and images and such for Lord Strachan, could you maybe make it? It shouldn't be that hard to find info, or images, but I already have them, so if I give you this stuff, perhaps could you do it?",0,1
876,"Well, to delete, I would have to nominate it for Vote for Deletion, is that not true? Or can you just directly delete it yourself?",-1,-1
877,PS. Is <url> more relevant to explain the analogy?,0,0
878,"And, btw, are you from Sevilla or its vicinity? How often do you visit Spain?",-1,0
879,To ''Arbcom''? Aren't we being a bit dramatic here when other forms of dispute resolution have not been tried?,-1,0
880,"We? Which ""we"" would this be?",-1,-1
881,"As I suspected, user CBERLET reverted my work on the recruitment section -- he just spouts JARGON as a magic-keyword and hits his button. What am I supposed to do about this?",-2,-1
882,"I was wondering, why did you do that, create that new cat and then add it to the polanski without any discussion at all? Have you read the polanski talkpage and seen the lengthy discussion regarding the cats there?",-1,-1
883,That sounds to POVish to me <url>. What do you think?,0,0
884,"If you're not going to reply then I will undo the edit. Again, why have ""Fictional martial artists"" over the sub-cat ""Anime and manga martial artists"" and not use alphabetical order?",-1,-1
885,"Not according to the history on <url>. Can you give me a link to follow, please?",0,1
886,"Hi, what was the image you are having problems with? Was it <url>?",0,1
887,"I understand ''your'' position, however I disagree with it, even regarding the spirit. <ins>Mostly because I don't see linking something as modification of the quote, therefore it's a moot point, even when coupled with bracketed additions.</ins> Perhaps we should see<ins>k</ins> comments from additional editors?",0,1
888,"You recently edited this page. It is my view that this page is just a corporate marketing listing, there are several hundred companies that do the same job yet are not listed in Wikipedia - Do you not think that this is advertorial?",0,-1
889,"Hi <name> - the above has led me to two native Danish speakers on the English wiki - <url> and Saddhiyama--<url> - the first is "" very active on naval articles."" and has just translated HMS Falcon (1802) for Danish Wiki<url>. Thoughts?",0,0
890,"I read his note, and you should know that as I responded to it and then you responded to me. So where did the doubt come in regarding that matter?",-1,-1
891,"On another subject, have you finished the books I suggested? Want more?",1,0
892,I think this is a clear case of <url> . What do you think?,1,1
893,It looks like it was carved out of both Ochamchira and Gali but I'm not sure whether that's actually the case. Do you?,1,1
894,<person> is apparently caught up in that rangeblock. Can you help him out?,0,0
895,"Yeah, but playtime is over. Find some articles to edit, yes?",-2,-1
896,"A follow-up question: How far away from the true ridge does the watershed extend, using your looser definition? Is it the entire hillside entire you enter a channel?",0,0
897,"Thank you so much! I hope it's allright if I move it to my front page, at least when the talk has to be archived?",2,1
898,"I was at the library today looking through the back issues of ''Mojo'' and found a career-spanning Chili Peppers article from 2004. I read most of it, but I can go back next week and cite from it. Is there anything you want me to look for?",2,1
899,Made a bunch of changes to the <url> article. What do you think?,0,0
900,I have done every thing you have asked and I have attempted to gain a better understanding of how to do this in the future. Please tell me exactly what I can do to prove my ownership?,0,0
901,"thanks for working on that. but... what is the difference between what you added to the intro, and what was already written below?",0,0
902,Indeed... The trolls just keep coming. Are you aware of content of the <url>?,0,0
903,Noooo! Can I ask why you think you've lost the enthusiasm?,0,-1
904,The other possibility is that it's just fringe history. I'll take a look over the few resources relating to ''Texas'' that I have and see whether that is the case?,1,0
905,"I have, and they have not responded in one week. How long should I give it?",0,0
906,"I note also that so far you seem to be the sole editor who favors deletion, while several have favored retention of the article, possibly with editing. Could it be that your view does not command consensus?",-1,1
907,Have a look at the edit to <url>. Is this page even a dab?,-1,0
908,"Sorry, no admin powers. If serious bring to the admin noticeboard?",0,-1
909,"I think there are enough clues ;-) Seriously, it could be '''Engine Arm Canal''', if you wish. Is there pedestrian access from a nearby street, or only along the towpath?",0,0
910,"I'm also confused as to why the <url> article is linked to the PNG file, but that that file is ""not there"", but seems to redirect in some way to the SVG file. Has the PNG file been changed to SVG and the link from the article not changed?",0,0
911,It's amazing how selective our memory can be. How's the project going along?,0,1
912,How are these inconsistent with the traditional account of the origins of the Torah involving redactions as late as Ezra? Why do we need bizarre hypotheses about documents being interwoven that are contrary to all known examples of how books are written?,-1,0
913,"See <url>. I've made them, can you help fill them out and place them in the articles?",0,0
914,I'm also having to use your link. Perhaps we should change the main page link to use the megaupload until we know that the main website is up?,1,1
915,"Hey there, just curious if the changes made to the GA Nomination for Dan Brouthers were sufficient for pass. If not ready for pass, anything else I can do to expedite the process?",1,1
916,"That's basically what our members have said, not necessarily my opinion. Anything I miss?",-1,0
917,Thank you very much for fixing the broken references in <url> and related articles. Are you planning to fix them in <url> as well?,1,2
918,"I am puzzled that you just deleted the file 'harry potter stamps'. This file seems to have existed for two years without deletion, so perhaps you could explain the grounds for speedy deletion?",-1,0
919,Still doing vandalism reverts by hand I see. Need any help?,-1,0
920,"Page has been locked - as the only real place to report issues the government experiences is on the Prime Minister of the time's page, I find it quite simply a 'whitewash' to have the AWB/cole enquiry section on his page, there since it happened, removed a few months before the election. Your views?",0,0
921,See my answer in <url>. Is there some problem?,-1,-1
922,I added a clarifying sentence to my user page <url>. Do you think it distills the essence?,1,0
923,"Unfortunately I think <url> may also add that material; I am not familiar with Citizendum, though, but I will look at it. If Citizendum has the same policies regarding primary, secondary, and tertiary sources, then why not criticize both Wikipedia and Citizendum?",0,1
924,"I'd be glad to help, if you like. How should we divide it, by section or by criteria?",1,1
925,"I cannot open the BBC link, it was <url>. What if '''E'''arth and '''M'''oon, if upper case first letter, should the word ""the"" be added?",0,0
926,Well I came to the same conclusion as <name> Perhaps a trip to the talk page is in order?,-1,0
927,I am confused as to <url> where it claism you moved it from <url> and it is currently added to <url>. The Request for Commentn had been previously closed as allow?,0,0
928,"Thanks, I've PNG-ised these, and they look quite a lot better (to me, anyway!) &mdash; ""cbc decryption.png"" was missing; I don't suppose that's easily available, for completeness?",1,1
929,Sigh. Was this renewed attack necessary now?,-1,-1
930,"I managed to find full squads for the <url> - among others - but I'm finding one of the players hard to identify. Do you know who Mura is, on Marseille's bench?",0,1
931,Same with the vandal over at <url>. I don't think enough people watch that page to get a consensus on protecting that page--what can be done in the meantime?,0,0
932,"I'm new. Is the Editing User Talk section the right place to see if an article (not mine) can be rated ""Feature Listed"" or ""Feature Article""?",0,0
933,"Sorry, I will check into this next week. Have you preserved UTF-8 (see comments on top of the wikEd code)?",1,0
934,"In any case <url> should have just been me saying ""hey, could use some help"" and maybe one or two short replies of ""sounds good, I'll help"" or ""make sure you do XYZ"", but instead TT2011 again tried to turn it into another discussion. Can we collapse it to save bulk?",-1,0
935,That should be good now. Except isn't it el-Senussi not El Senussi?,1,0
936,"Hi <name>, thanks for adding a source to the timetable as a reference for the destinations served. But how do you know that Sharjah and Istanbul are operated as charter flights?",0,0
937,I think <url> will require checkuser intervention. How do I relist it?,0,0
938,"Thanks for your participation. Just out of curiosity, is a site preference for color over black and white explicitly indicated on some guideine or policy page?",1,1
939,"Sorry, another issue has taken my attention, and I don't think I can get to this task. Since you are running AWB, and have thought through how to do the regexes, is there a reason you can't make the heading change yourself?",-1,0
940,"I'm pretty sure I didn't violate 3RR unless there's another revert I'm missing. Does replacing the ""/"" in <tt><ref name=missingref /></tt> when replacing a deleted reference count as a revert?",0,0
941,I'll take a look. Can you give me an example?,0,0
942,"<url> - You made a bold edit, I reverted and now we discuss. Is there a reason why the Wikipedia editor generated filmography should be deleted and replaced by a link to an outside site?",-1,0
943,In the summer (June-July) I am going to work on the ''Messiah'' article. Would you like to be in on this?,0,1
944,I see you added a <person> licence to the image but I don't see any evidence from the source provided that this licence is proper to the image. Where do you see that this is the correct copyright licence for the image?,0,0
945,I had some problems updating images in the <url> Featured Article candidates. The images are uploaded both on Wikipedia and on Wikimedia Commons under the same name ... how do I get the links on the page to connect to the Wikimedia images rather than the Wikipedia ones?,0,0
946,"Did make me smile....a dreamtime legend of a tiger in WA of all places. Seems a long way to walk, even when there was a land bridge ?",0,0
947,I'm finding that I'm not able to access any of the DPL-related pages on the Toolserveru2013I get an error message or a blank pageu2013but somehow the Dab Challenge results are still being updated by your bot. Do you know what's going on?,0,0
948,"Hi, do you mind if I move your hook to go live on 26/27th? The GLAM WIKI conference could do with being highlighed by a non US/UK hook?",0,1
949,"In the ACR for <url>, you mentioned that you had concerns with my writing style and were wary of supporting it. Can you specifically clarify what content in the article you had grammatical concerns with so I can make the needed improvements and gain your support?",1,0
950,"thanks for the reply. Would it contradict any guidelines to change it everywhere to ""TWO SQ BRACKETS"" NEWNAME|the name relevant in the article ""TWO SQ BRACKETS"" (with the hope that the name won't change again before the article is created)?",0,1
951,Sure. A redirect how though?,0,0
952,What are you having a problem with? Are you having trouble with the ssh authentication?,1,-1
953,Thanks for your reply. I've tried to incorporate the references into the article; how is it now?,1,1
954,"Hello, I'm with the project of turning the list <url> hat is the same list in English, but in another language, and more link for azure. I have a problem, <url>, could you help me?",1,1
955,"Very well I won't contact you anymore. <name>, whatever happen to the spirit of collaboration?",-1,-2
956,"Regarding <url>, the alumni should be alphabetized and Tom DeLonge did go there. Why would you undo my edit?",-1,-1
957,"Haha, I'd imagine so! Which one is up next, out of further curiosity?",1,0
958,I'm afraid <url> is slightly under the 5x expansion threshold. Could you please see my comments at <url>?,1,2
959,"I understood just fine, but wasn't at my computer. Are you in a hurry?",0,0
960,"Thanks for the infomative reply -- I wasn't really questioning your putting the image in the infobox; appearance-wise I don't think it makes much difference. It is better, though, I think, to have the thumbnail indicator -- Is it possible to have that inside the infobox?",1,1
961,Just noticed the compact on the evolution talk page. Are you going to reframe the discussion?,0,0
962,"Um, I'll check it out, 141.158.210.110, but I haven't had a lot of edits (if any) on that article. In the mean time, why not <url> and join the Wikipedia community?",-1,0
963,"Hope that you don't mind, I modified your comment in the Craig intro, using a nice new template that I found. Check it out: what do you think?",0,1
964,It seems like the bot hasn't made any contributions in quite a while. Is something wrong?,0,0
965,"in this case the noun has to be capitalised, so ""Erdene Zuu monastery"" would be ""Erdene Zuu Monastery"". And why did you move <url>, what other monastery with this name exists?",0,-1
966,"""Provocations""? How is it provoking to suggest to an American-expat that calling people in Taiwan ""Taiwanese"" is not controversial?",0,-1
967,"I've just noticed I wrote ""It's possibly the most ''possible'' incident in his life"" for ""possibly the most ''important''"", so I may be more caught in the toils of flu than I thought. Check I haven't done anything stupid, and smooth out the text?",0,0
968,"I have already read this - thank you very much for this kind gesture, dear friend. What's up with you?",1,0
969,You lost me J. I did the edits because I remember you telling me that repeating things that are already in the wiki-link is unneeded and/or redundant. Do you not recall that instance?,-1,-1
970,"I know you moved the section about the theme park because someone complained it did not belong in 'fandom', but i'm not convinced that was correct. exactly what sort of people go to such a place if not fans?",0,-1
971,"(according to my talk page) that we are going to loose the image of <url> that I just added over a copyright issue. I have not had luck finding a free one, perhaps you can do better?",0,0
972,"Dude, what's going on? Why are you leaving?",-1,-1
973,"Hi, I was looking through <url> and noticed that the Gaza article has been on hold for over five weeks. There doesn't seem to have been much discussion on the talk page in April, so what's the status of the article?",0,0
974,"I've nominated a biology-type article, <url>, at <url>. Would you be interested in reviewing it?",1,1
975,I can assist you with your sockpuppet report against him. :) Will you like me to just fill it out for you?,1,1
976,<url> seems to attract a good bit of vandalism for some reason. Do you think there's anything else that could be done to quash that?,0,1
977,"Hi. Wouldn't you say that creating a <url> instead of just ""in Europe"", and functioning as a subcategory of <url>, would have been a better solution?",0,0
978,"You seemed, to me, to be addressing all of us who were opposed to your merger. Do you know a different meaning for ""oddwater"" other than ""urine""?",-1,-1
979,I asked you a question. Be educated and please respond: What does <url> has to do with <url>?,-2,-2
980,"By ""this project"" I mean Wikipedia. Do you share the values of civility and consensus?",0,-1
981,"Eeeeerrrrr... Could you type a little slower, I am having trouble with the above!?",0,-1
982,"Well, don't everyone talk all at once now. :) Any suggestions for the article ?",0,0
983,"Sure thing, and thank you for noticing! Is the colour better now?",2,1
984,experence suggests that most of the time it is an extreamly good criteria but in this case I've put the links back. Which morris side are you with?,0,0
985,"thanks for your input, it was such a pleasure interacting with you, now that the overlapping projects assessment are done, we need never interact again. projects opting out of policy, how charming, some projects are more equal than others, can i take a vote on SI project opting out of copyright vios?",1,1
986,"Okay, I asked for help at <url>, was directed to <url>. What do you want to do?",0,-1
987,"I've removed my remark. But if somebody puts words in another's mouth, and that second person states that is not what he meant, and the first person responds that no, that ''is'' what the second person meant, well, wouldn't you say that's a little weird?",-1,0
988,"I've been ""busy"" (all day today in Death Valley admiring the spring bloom), and I would like to get at least partial buyin from HG if possible. Not a big hurry to rename, right?",0,-1
989,4.5 million hits on Google turning up the non-Columbia campuses. What are you talking about?,-1,-1
990,Have you been able to find anything confirming that last result yet? Is it being challenged in court?,0,0
991,"Good day, sorry to bother you. Is the 2:00 am news brief called eyewitness news everynite, and if it is do they play move closer to your world?",1,1
992,"Hi, I see you left a red link at <url> (Roman conquest of Britain). Is this a forerunner to a new article/renaming or does it need correcting?",0,0
993,Help how? Do you mean disambiguating links like this:<url>?,-1,-1
994,Please answer Bishonen question to you. When were you invited to comment on UC related subjects?,0,0
995,Nice photo! Could you help answer a question (<url>) at the Reference Desk related to the picture?,2,1
996,"Sure. I have to warn you, though, the file size advantage has pretty much been lost since SVG font rendering went the way of the dinosaurs :) Do you make a point of having the border, or can I leave it out?",1,0
997,The <url> contained a number of British Army cavalry units from formation. Does this make it an <url> division rather than a (British) Indian division?,0,0
998,About ten days ago I made some changes in response to your comments. Can you please look at them and make your GA decision?,0,0
999,"eh, i've ALWAYS hated 50 meter pools (200 butterfly was always the BIGGEST pain in the ass) although i really did like butterfly for some reason.... never quite got that, so was it an indoor or outdoor pool????",0,-1
1000,"I am the bot owner, and I replied just above your comment, explaining the situation. Is there some other problem, or some other comment I didn't respond to?",0,0
